visual parameter label,visual parameter value,xticks,yticks,preserved 0,preserved 1,preserved 2,preserved 3,gw_param_keys 0,gw_param_values 0,label 0,y,x_lower,x_upper,bgra,gw_param_keys 1,gw_param_values 1,label 1,x,y,bgra,gw_param_keys 2,gw_param_values 2,label 2,y,x_lower,x_upper,bgra,gw_param_keys 3,gw_param_values 3,label 3,x,y,bgra,gw_param_keys 4,gw_param_values 4,label 4,y,x_lower,x_upper,bgra,gw_param_keys 5,gw_param_values 5,label 5,x,y,bgra,gw_param_keys 6,gw_param_values 6,label 6,y,x_lower,x_upper,bgra,gw_param_keys 7,gw_param_values 7,label 7,x,y,bgra,gw_param_keys 8,gw_param_values 8,label 8,y,x_lower,x_upper,bgra,gw_param_keys 9,gw_param_values 9,label 9,x,y,bgra,gw_param_keys 10,gw_param_values 10,label 10,y,x_lower,x_upper,bgra,gw_param_keys 11,gw_param_values 11,label 11,x,y,bgra,gw_param_keys 12,gw_param_values 12,label 12,y,x_lower,x_upper,bgra,gw_param_keys 13,gw_param_values 13,label 13,x,y,bgra,gw_param_keys 14,gw_param_values 14,label 14,y,x_lower,x_upper,bgra,gw_param_keys 15,gw_param_values 15,label 15,x,y,bgra,gw_param_keys 16,gw_param_values 16,label 16,y,x_lower,x_upper,bgra,gw_param_keys 17,gw_param_values 17,label 17,x,y,bgra,gw_param_keys 18,gw_param_values 18,label 18,y,x_lower,x_upper,bgra,gw_param_keys 19,gw_param_values 19,label 19,x,y,bgra,gw_param_keys 20,gw_param_values 20,label 20,y,x_lower,x_upper,bgra,gw_param_keys 21,gw_param_values 21,label 21,x,y,bgra,gw_param_keys 22,gw_param_values 22,label 22,y,x_lower,x_upper,bgra,gw_param_keys 23,gw_param_values 23,label 23,x,y,bgra,gw_param_keys 24,gw_param_values 24,label 24,y,x_lower,x_upper,bgra,gw_param_keys 25,gw_param_values 25,label 25,x,y,bgra
,,,,,,,,,,,11.569903334325117,1.1766053659847677,2.8233946340152323,,,,,,,,,,,23.2808996495667,3.0394775851554816,4.960522414844519,,,,,,,,,,,33.91834093447698,5.107192550090135,6.892807449909865,,,,,,,,,,,46.235678944840885,7.218023691022742,8.781976308977258,,,,,,,,,,,58.13451666683537,9.122685023917024,10.877314976082976,,,,,,,,,,,69.35575753728881,11.128951932702273,12.871048067297727,,,,,,,,,,,81.49265081831751,13.23025825208882,14.76974174791118,,,,,,,,,,,97.93231425534682,15.257402418397009,16.74259758160299,,,,,,,,,,,104.139059752997,17.253180387285482,18.746819612714518,,,,,,,,,,,116.38527037975278,19.123344146273876,20.876655853726124,,,,,,,,,,,127.64914070264561,21.241669322459146,22.758330677540854,,,,,,,,,,,139.96646290995034,23.19220649363839,24.80779350636161,,,,,,,,,,,151.11430244526798,25.006174499720355,26.993825500279645,,,,,,,
,,,,,,,,,,,11.811426924221289,1.2035324812254586,2.7964675187745414,,,,,,,,,,,23.78565344180773,3.0445311198464755,4.955468880153524,,,,,,,,,,,34.72531030026459,5.152137466855045,6.847862533144955,,,,,,,,,,,47.1950141671241,7.27960847094857,8.72039152905143,,,,,,,,,,,59.385980769425416,9.159905205672072,10.840094794327928,,,,,,,,,,,70.90983421718472,11.167153125191705,12.832846874808295,,,,,,,,,,,83.2607509442125,13.274659029238437,14.725340970761563,,,,,,,,,,,100.07934621616322,15.299500503409076,16.700499496590925,,,,,,,,,,,106.31429971499654,17.318825667643324,18.681174332356676,,,,,,,,,,,118.90608120740707,19.155526155311744,20.844473844688256,,,,,,,,,,,130.36439311843725,21.29385670479771,22.70614329520229,,,,,,,,,,,143.03822643455808,23.222465936063852,24.777534063936148,,,,,,,,,,,154.36265666761693,25.017840971706722,26.982159028293278,,,,,,,
,,,,,,,,,,,12.05295051411746,1.2322482708728684,2.7677517291271316,,,,,,,,,,,24.290407234048757,3.0525386341469836,4.947461365853017,,,,,,,,,,,35.532279666052204,5.202532241946402,6.797467758053598,,,,,,,,,,,48.154349389407315,7.344246238915148,8.655753761084853,,,,,,,,,,,60.63744487201548,9.200266754169984,10.799733245830016,,,,,,,,,,,72.46391089708064,11.207788414503005,12.792211585496995,,,,,,,,,,,85.02885107010749,13.320974074651778,14.679025925348222,,,,,,,,,,,102.22637817697961,15.341764152631658,16.658235847368342,,,,,,,,,,,108.48953967699607,17.385321188647975,18.614678811352025,,,,,,,,,,,121.42689203506133,19.189168287952537,20.810831712047463,,,,,,,,,,,133.0796455342289,21.345527302043198,22.654472697956802,,,,,,,,,,,146.10998995916583,23.251995114700104,24.748004885299896,,,,,,,,,,,157.61101088996583,25.036489966084876,26.963510033915124,,,,,,,
,,,,,,,,,,,12.294474104013632,1.2632291497463572,2.7367708502536425,,,,,,,,,,,24.79516102628979,3.064433490490159,4.935566509509841,,,,,,,,,,,36.33924903183981,5.257044920843189,6.742955079156811,,,,,,,,,,,49.11368461169053,7.410096140997156,8.589903859002844,,,,,,,,,,,61.88890897460553,9.243200817819679,10.756799182180321,,,,,,,,,,,74.01798757697655,11.250060830210812,12.749939169789188,,,,,,,,,,,86.79695119600251,13.36838977675858,14.63161022324142,,,,,,,,,,,104.37341013779601,15.383777306268376,16.616222693731622,,,,,,,,,,,110.66477963899563,17.45043545740271,18.54956454259729,,,,,,,,,,,123.94770286271562,19.223673017414413,20.776326982585587,,,,,,,,,,,135.79489795002053,21.395568715949402,22.604431284050598,,,,,,,,,,,149.18175348377358,23.280482974675962,24.719517025324038,,,,,,,,,,,160.85936511231472,25.062664203507246,26.937335796492754,,,,,,,
,,,,,,,,,,,12.535997693909804,1.2969272324794296,2.7030727675205704,,,,,,,,,,,25.299914818530823,3.0809674970554166,4.919032502944583,,,,,,,,,,,37.14621839762742,5.31429648668509,6.68570351331491,,,,,,,,,,,50.07301983397373,7.475470073313962,8.52452992668604,,,,,,,,,,,63.14037307719559,9.288129189062312,10.711870810937688,,,,,,,,,,,75.57206425687247,11.293273153648473,12.706726846351527,,,,,,,,,,,88.5650513218975,13.41606215741869,14.58393784258131,,,,,,,,,,,106.5204420986124,15.425187042757436,16.574812957242564,,,,,,,,,,,112.84001960099515,17.512322498003712,18.487677501996288,,,,,,,,,,,126.46851369036987,19.258498276835013,20.741501723164987,,,,,,,,,,,138.51015036581217,21.443217934736474,22.556782065263526,,,,,,,,,,,152.25351700838132,23.30778584690346,24.69221415309654,,,,,,,,,,,164.10771933466367,25.096521250696128,26.903478749303872,,,,,,,
,,,,,,,,,,,12.777521283805974,1.3336803361364717,2.6663196638635283,,,,,,,,,,,25.804668610771856,3.102655980458012,4.897344019541988,,,,,,,,,,,37.95318776341503,5.372918704410735,6.627081295589265,,,,,,,,,,,51.03235505625695,7.5388999875353235,8.461100012464676,,,,,,,,,,,64.39183717978564,9.334447495477447,10.665552504522553,,,,,,,,,,,77.12614093676838,11.33682979322221,12.66317020677779,,,,,,,,,,,90.33315144779252,13.463147903419582,14.536852096580418,,,,,,,,,,,108.66747405942878,15.465681361062451,16.53431863893755,,,,,,,,,,,115.0152595629947,17.569633409064718,18.430366590935282,,,,,,,,,,,128.98932451802415,19.293160156775027,20.706839843224973,,,,,,,,,,,141.2254027816038,21.48805543580769,22.51194456419231,,,,,,,,,,,155.32528053298907,23.33391789035807,24.66608210964193,,,,,,,,,,,167.35607355701256,25.137822133597187,26.862177866402813,,,,,,,
,,,,,,,,,,,13.019044873702146,1.3736339977462966,2.6263660022537034,,,,,,,,,,,26.30942240301288,3.129747893519306,4.870252106480693,,,,,,,,,,,38.76015712920264,5.431604992197916,6.568395007802084,,,,,,,,,,,51.99169027854016,7.59916666094841,8.400833339051589,,,,,,,,,,,65.6433012823757,9.381519314301372,10.618480685698628,,,,,,,,,,,78.6802176166643,11.380228261244199,12.619771738755801,,,,,,,,,,,92.1012515736875,13.50883532829478,14.49116467170522,,,,,,,,,,,110.81450602024519,15.504971847678036,16.495028152321964,,,,,,,,,,,117.19049952499425,17.621557975566336,18.378442024433664,,,,,,,,,,,131.5101353456784,19.327243260489503,20.672756739510497,,,,,,,,,,,143.94065519739542,21.529968025060757,22.470031974939243,,,,,,,,,,,158.39704405759682,23.359031135822548,24.640968864177452,,,,,,,,,,,170.60442777936152,25.185950963414548,26.814049036585452,,,,,,,
,,,,,,,,,,,13.260568463598318,1.4166883969222357,2.5833116030777643,,,,,,,,,,,26.814176195253914,3.1622195161250146,4.837780483874985,,,,,,,,,,,39.56712649499025,5.489152144474357,6.510847855525643,,,,,,,,,,,52.95102550082338,7.655300979396283,8.344699020603716,,,,,,,,,,,66.89476538496575,9.428684622296677,10.571315377703323,,,,,,,,,,,80.23429429656021,11.4230457552464,12.5769542447536,,,,,,,,,,,93.8693516995825,13.552374676743291,14.447625323256709,,,,,,,,,,,112.96153798106157,15.542783810420062,16.45721618957994,,,,,,,,,,,119.36573948699377,17.667797642207713,18.332202357792287,,,,,,,,,,,134.03094617333272,19.36041801135441,20.63958198864559,,,,,,,,,,,146.65590761318705,21.569087328561196,22.430912671438804,,,,,,,,,,,161.46880758220456,23.383386721993357,24.616613278006643,,,,,,,,,,,173.8527820017104,25.23995969292039,26.76004030707961,,,,,,,
,,,,,,,,,,,13.50209205349449,1.4624782129830542,2.5375217870169458,,,,,,,,,,,27.318929987494947,3.19978849501561,4.800211504984389,,,,,,,,,,,40.37409586077786,5.544491986551647,6.455508013448353,,,,,,,,,,,53.91036072310659,7.706571612750811,8.293428387249188,,,,,,,,,,,68.14622948755581,9.475282436359747,10.524717563640253,,,,,,,,,,,81.78837097645612,11.464925653609596,12.535074346390404,,,,,,,,,,,95.63745182547751,13.59310709254473,14.40689290745527,,,,,,,,,,,115.10856994187797,15.578854604913452,16.421145395086548,,,,,,,,,,,121.54097944899333,17.708482735988422,18.291517264011578,,,,,,,,,,,136.55175700098698,19.39246103353941,20.60753896646059,,,,,,,,,,,149.3711600289787,21.605712672715022,22.394287327284978,,,,,,,,,,,164.5405711068123,23.40731946266402,24.59268053733598,,,,,,,,,,,177.10113622405936,25.29863095541915,26.70136904458085,,,,,,,
,,,,,,,,,,,13.743615643390662,1.5103870381785975,2.4896129618214027,,,,,,,,,,,27.82368377973598,3.2419438241518233,4.758056175848177,,,,,,,,,,,41.181065226565465,5.596713223027231,6.403286776972769,,,,,,,,,,,54.86969594538981,7.7524709990398515,8.24752900096015,,,,,,,,,,,69.39769359014588,9.520683960962057,10.479316039037943,,,,,,,,,,,83.34244765635204,11.505567139398986,12.494432860601014,,,,,,,,,,,97.4055519513725,13.630491298901187,14.369508701098813,,,,,,,,,,,117.25560190269438,15.612939173918965,16.387060826081036,,,,,,,,,,,123.71621941099288,17.74405463368862,18.25594536631138,,,,,,,,,,,139.07256782864124,19.423272553395048,20.576727446604952,,,,,,,,,,,152.08641244477033,21.640227913833318,22.359772086166682,,,,,,,,,,,167.61233463142005,23.431198373172027,24.568801626827973,,,,,,,,,,,180.34949044640825,25.360552033767902,26.639447966232098,,,,,,,
,,,,,,,,,,,13.985139233286834,1.5595918243155835,2.4404081756844165,,,,,,,,,,,28.328437571977013,3.287986829596162,4.7120131704038375,,,,,,,,,,,41.988034592353074,5.645074668438409,6.354925331561591,,,,,,,,,,,55.82903116767301,7.792706282245142,8.207293717754858,,,,,,,,,,,70.64915769273593,9.56432984662259,10.43567015337741,,,,,,,,,,,84.89652433624795,11.544719177252098,12.455280822747902,,,,,,,,,,,99.17365207726752,13.664126676397949,14.335873323602051,,,,,,,,,,,119.40263386351076,15.644820569040965,16.355179430959033,,,,,,,,,,,125.8914593729924,17.775136229506405,18.224863770493595,,,,,,,,,,,141.5933786562955,19.45288422611333,20.54711577388667,,,,,,,,,,,154.80166486056197,21.673021627502685,22.326978372497315,,,,,,,,,,,170.6840981560278,23.455386153994638,24.544613846005362,,,,,,,,,,,183.5978446687572,25.424193919880747,26.575806080119253,,,,,,,
,,,,,,,,,,,14.226662823183004,1.609128448724236,2.390871551275764,,,,,,,,,,,28.833191364218038,3.337078231493141,4.662921768506859,,,,,,,,,,,42.79500395814068,5.689011581807254,6.310988418192746,,,,,,,,,,,56.788366389956224,7.827195514663965,8.172804485336036,,,,,,,,,,,71.90062179532599,9.60576392877375,10.39423607122625,,,,,,,,,,,86.45060101614386,11.58217823131373,12.41782176868627,,,,,,,,,,,100.94175220316251,13.693771080219163,14.306228919780837,,,,,,,,,,,121.54966582432716,15.674322603686674,16.325677396313328,,,,,,,,,,,128.06669933499197,17.8024116735449,18.1975883264551,,,,,,,,,,,144.11418948394976,19.481452087131117,20.518547912868883,,,,,,,,,,,157.51691727635358,21.704419020626858,22.295580979373142,,,,,,,,,,,173.75586168063555,23.48020080474096,24.51979919525904,,,,,,,,,,,186.8461988911061,25.48799064859879,26.51200935140121,,,,,,,
,,,,,,,,,,,14.468186413079176,1.657967587605137,2.342032412394863,,,,,,,,,,,29.33794515645907,3.3882868536048245,4.611713146395175,,,,,,,,,,,43.60197332392829,5.728136905855861,6.271863094144139,,,,,,,,,,,57.74770161223944,7.856064253895536,8.143935746104464,,,,,,,,,,,73.15208589791604,9.644656375479999,10.355343624520001,,,,,,,,,,,88.00467769603978,11.617787873597138,12.382212126402862,,,,,,,,,,,102.7098523290575,13.719351538417039,14.280648461582961,,,,,,,,,,,123.69669778514354,15.70132181810945,16.298678181890548,,,,,,,,,,,130.24193929699152,17.826530308320354,18.173469691679646,,,,,,,,,,,146.63500031160407,19.509232184962652,20.490767815037348,,,,,,,,,,,160.23216969214522,21.73463210186766,22.26536789813234,,,,,,,,,,,176.8276252052433,23.505882459479498,24.494117540520502,,,,,,,,,,,190.09455311345505,25.550415213407888,26.449584786592112,,,,,,,
,,,,,,,,,,,14.709710002975347,1.7050905803120764,2.2949094196879236,,,,,,,,,,,29.842698948700104,3.4406364569591776,4.559363543040822,,,,,,,,,,,44.4089426897159,5.7622388700321885,6.2377611299678115,,,,,,,,,,,58.707036834522654,7.879635196301031,8.120364803698969,,,,,,,,,,,74.4035500005061,9.680811411085573,10.319188588914427,,,,,,,,,,,89.55875437593569,11.651438034631267,12.348561965368733,,,,,,,,,,,104.47795245495251,13.740966035924112,14.259033964075888,,,,,,,,,,,125.84372974595995,15.72575650602748,16.27424349397252,,,,,,,,,,,132.41717925899104,17.848042121290284,18.151957878709716,,,,,,,,,,,149.15581113925833,19.536540187669036,20.463459812330964,,,,,,,,,,,162.94742210793686,21.76373220330285,22.23626779669715,,,,,,,,,,,179.89938872985104,23.532568163091003,24.467431836908997,,,,,,,,,,,193.34290733580394,25.61004918135198,26.38995081864802,,,,,,,
,,,,,,,,,,,14.95123359287152,1.7495571376877896,2.2504428623122106,,,,,,,,,,,30.34745274094113,3.493148352033586,4.506851647966414,,,,,,,,,,,45.21591205550351,5.791275777750686,6.208724222249314,,,,,,,,,,,59.666372056805855,7.898404210496734,8.101595789503266,,,,,,,,,,,75.65501410309615,9.714158166864527,10.285841833135473,,,,,,,,,,,91.1128310558316,11.683062084746197,12.316937915253803,,,,,,,,,,,106.2460525808475,13.758875004902901,14.241124995097099,,,,,,,,,,,127.99076170677633,15.747631445556623,16.252368554443375,,,,,,,,,,,134.5924192209906,17.86736494552124,18.13263505447876,,,,,,,,,,,151.6766219669126,19.563699959619182,20.436300040380818,,,,,,,,,,,165.6626745237285,21.79164611876106,22.20835388123894,,,,,,,,,,,182.9711522544588,23.560276659434322,24.439723340565678,,,,,,,,,,,196.5912615581529,25.66564361501961,26.33435638498039,,,,,,,
,,,,,,,,,,,15.192757182767691,1.7905596399231725,2.2094403600768278,,,,,,,,,,,30.852206533182162,3.5448786910223484,4.455121308977652,,,,,,,,,,,46.022881421291125,5.815368050835347,6.184631949164653,,,,,,,,,,,60.62570727908907,7.912999561478516,8.087000438521484,,,,,,,,,,,76.90647820568621,9.744726912219553,10.255273087780447,,,,,,,,,,,92.66690773572752,11.712630969036327,12.287369030963673,,,,,,,,,,,108.01415270674252,13.773481942682512,14.226518057317488,,,,,,,,,,,130.13779366759272,15.767017946025405,16.232982053974595,,,,,,,,,,,136.76765918299012,17.88477856607365,18.11522143392635,,,,,,,,,,,154.19743279456685,19.590988881149503,20.409011118850497,,,,,,,,,,,168.37792693952014,21.81817422255854,22.18182577744146,,,,,,,,,,,186.04291577906653,23.588904387806473,24.411095612193527,,,,,,,,,,,199.8396157805018,25.716169219170744,26.283830780829256,,,,,,,
,,,,,,,,,,,15.434280772663863,1.8274615681624122,2.1725384318375878,,,,,,,,,,,31.356960325423195,3.5949504148951212,4.405049585104879,,,,,,,,,,,46.82985078707873,5.83478695863339,6.16521304136661,,,,,,,,,,,61.585042501372286,7.924126001447343,8.075873998552657,,,,,,,,,,,78.15794230827626,9.772616033254934,10.227383966745066,,,,,,,,,,,94.22098441562343,11.74014486866074,12.25985513133926,,,,,,,,,,,109.78225283263751,13.785303710677207,14.214696289322793,,,,,,,,,,,132.2848256284091,15.784049641868364,16.215950358131636,,,,,,,,,,,138.94289914498967,17.900438412015287,18.099561587984713,,,,,,,,,,,156.71824362222117,19.61858887009756,20.38141112990244,,,,,,,,,,,171.09317935531178,21.84302632399738,22.15697367600262,,,,,,,,,,,189.11467930367428,23.61823286708269,24.38176713291731,,,,,,,,,,,203.08797000285068,25.76085393867373,26.23914606132627,,,,,,,
,,,,,,,,,,,15.675804362560035,1.8598198445376684,2.1401801554623314,,,,,,,,,,,31.861714117664228,3.6425805033882317,4.357419496611768,,,,,,,,,,,47.63682015286634,5.849939099161622,6.150060900838378,,,,,,,,,,,62.5443777236555,7.932500191059708,8.067499808940292,,,,,,,,,,,79.40940641086632,9.797956899578166,10.202043100421834,,,,,,,,,,,95.77506109551935,11.765623911902818,12.234376088097182,,,,,,,,,,,111.55035295853253,13.79493238235567,14.20506761764433,,,,,,,,,,,134.4318575892255,15.79891498351073,16.20108501648927,,,,,,,,,,,141.11813910698922,17.914401356776423,18.085598643223577,,,,,,,,,,,159.23905444987543,19.646551388792894,20.353448611207106,,,,,,,,,,,173.8084317711034,21.865869063649388,22.134130936350612,,,,,,,,,,,192.18644282828203,23.647946586138076,24.352053413861924,,,,,,,,,,,206.33632422519963,25.799206671381064,26.200793328618936,,,,,,,
,,,,,,,,,,,15.917327952456207,1.8873923922475553,2.1126076077524445,,,,,,,,,,,32.36646790990526,3.687103312556527,4.312896687443473,,,,,,,,,,,48.44378951865395,5.861345737882037,6.138654262117963,,,,,,,,,,,63.503712945938716,7.938787188801483,8.061212811198518,,,,,,,,,,,80.66087051345637,9.82088379845095,10.17911620154905,,,,,,,,,,,97.32913777541526,11.789099984719883,12.210900015280117,,,,,,,,,,,113.31845308442752,13.802991776098358,14.197008223901642,,,,,,,,,,,136.57888955004188,15.811847540665434,16.188152459334567,,,,,,,,,,,143.29337906898874,17.92665747647521,18.07334252352479,,,,,,,,,,,161.75986527752968,19.67478234626312,20.32521765373688,,,,,,,,,,,176.52368418689503,21.88637764751784,22.11362235248216,,,,,,,,,,,195.25820635288977,23.677659518271888,24.322340481728112,,,,,,,,,,,209.58467844754853,25.83102635251698,26.16897364748302,,,,,,,
,,,,,,,,,,,16.158851542352377,1.9101331614811374,2.0898668385188626,,,,,,,,,,,32.871221702146286,3.7279903906056555,4.2720096093943445,,,,,,,,,,,49.25075888444156,5.869616561787136,6.130383438212864,,,,,,,,,,,64.46304816822193,7.943548586646271,8.056451413353729,,,,,,,,,,,81.91233461604644,9.84151447166756,10.15848552833244,,,,,,,,,,,98.88321445531116,11.810611542209521,12.189388457790479,,,,,,,,,,,115.0865532103225,13.810092763499076,14.189907236500924,,,,,,,,,,,138.72592151085829,15.823115092453985,16.176884907546015,,,,,,,,,,,145.4686190309883,17.937163438077697,18.062836561922303,,,,,,,,,,,164.28067610518394,19.703049269861236,20.296950730138764,,,,,,,,,,,179.23893660268666,21.904284764068336,22.095715235931664,,,,,,,,,,,198.32996987749752,23.706947536578568,24.293052463421432,,,,,,,,,,,212.83303266989748,25.856396352717397,26.143603647282603,,,,,,,
,,,,,,,,,,,16.40037513224855,1.928177338337929,2.071822661662071,,,,,,,,,,,33.37597549438732,3.764866403174037,4.235133596825963,,,,,,,,,,,50.05772825022917,5.875418187008713,6.124581812991287,,,,,,,,,,,65.42238339050513,7.94721104691285,8.05278895308715,,,,,,,,,,,83.16379871863649,9.859943940063587,10.140056059936413,,,,,,,,,,,100.43729113520708,11.830202557515253,12.169797442484747,,,,,,,,,,,116.85465333621752,13.816791846839479,14.183208153160521,,,,,,,,,,,140.8729534716747,15.833008152063877,16.16699184793612,,,,,,,,,,,147.64385899298784,17.94587471947273,18.05412528052727,,,,,,,,,,,166.80148693283826,19.731009188115866,20.268990811884134,,,,,,,,,,,181.9541890184783,21.919420559153338,22.080579440846662,,,,,,,,,,,201.40173340210526,23.73538341826376,24.26461658173624,,,,,,,,,,,216.08138689224637,25.875664807342936,26.124335192657064,,,,,,,
,,,,,,,,,,,16.64189872214472,1.9418195464398877,2.0581804535601123,,,,,,,,,,,33.88072928662835,3.7975199598880813,4.202480040111919,,,,,,,,,,,50.86469761601678,5.8794387012483025,6.1205612987516975,,,,,,,,,,,66.38171861278835,7.95005997692866,8.04994002307134,,,,,,,,,,,84.41526282122655,9.876250998046944,10.123749001953056,,,,,,,,,,,101.99136781510299,11.847925601191516,12.152074398808484,,,,,,,,,,,118.62275346211251,13.823557207945216,14.176442792054784,,,,,,,,,,,143.01998543249107,15.841828215022545,16.158171784977455,,,,,,,,,,,149.81909895498737,17.952774712475616,18.047225287524384,,,,,,,,,,,169.32229776049252,19.758252145345555,20.241747854654445,,,,,,,,,,,184.66944143426994,21.931739300835073,22.068260699164927,,,,,,,,,,,204.473496926713,23.7625708662948,24.2374291337052,,,,,,,,,,,219.32974111459532,25.889412082097756,26.110587917902244,,,,,,,
,,,,,,,,,,,16.883422312040892,1.9514875885330687,2.0485124114669313,,,,,,,,,,,34.38548307886938,3.825907541714481,4.174092458285519,,,,,,,,,,,51.671666981804385,5.882350420401999,6.117649579598001,,,,,,,,,,,67.34105383507156,7.952257874946353,8.047742125053647,,,,,,,,,,,85.6667269238166,9.890513829958829,10.109486170041171,,,,,,,,,,,103.5454444949989,11.863847862252003,12.136152137747997,,,,,,,,,,,120.39085358800753,13.830745446245936,14.169254553754064,,,,,,,,,,,145.16701739330748,15.84987577029023,16.150124229709768,,,,,,,,,,,151.99433891698692,17.957898951526616,18.042101048473384,,,,,,,,,,,171.84310858814678,19.784352831907366,20.215647168092634,,,,,,,,,,,187.38469385006158,21.941330490848838,22.058669509151162,,,,,,,,,,,207.54526045132076,23.78817410033014,24.21182589966986,,,,,,,,,,,222.57809533694422,25.898407068615484,26.101592931384516,,,,,,,
,,,,,,,,,,,17.12494590193706,1.9577136917225637,2.0422863082774363,,,,,,,,,,,34.89023687111041,3.8501486528689957,4.149851347131005,,,,,,,,,,,52.478636347591994,5.884773689994617,6.115226310005383,,,,,,,,,,,68.30038905735478,7.953881770070861,8.046118229929139,,,,,,,,,,,86.91819102640666,9.902829319150925,10.097170680849075,,,,,,,,,,,105.09952117489482,11.878058042493482,12.121941957506518,,,,,,,,,,,122.15895371390252,13.838590706831802,14.161409293168198,,,,,,,,,,,147.31404935412385,15.857438061184196,16.142561938815803,,,,,,,,,,,154.16957887898647,17.961352560029205,18.038647439970795,,,,,,,,,,,174.36391941580104,19.80892186946321,20.19107813053679,,,,,,,,,,,190.0999462658532,21.94841430351012,22.05158569648988,,,,,,,,,,,210.6170239759285,23.811940092297505,24.188059907702495,,,,,,,,,,,225.8264495592931,25.90355445038284,26.09644554961716,,,,,,,
,,,,,,,,,,,17.366469491833232,1.961104436968947,2.038895563031053,,,,,,,,,,,35.39499066335144,3.8705108892434774,4.129489110756523,,,,,,,,,,,53.2856057133796,5.887244814833916,6.112755185166084,,,,,,,,,,,69.259724279638,7.954970383065815,8.045029616934185,,,,,,,,,,,88.16965512899671,9.913330159824538,10.086669840175462,,,,,,,,,,,106.65359785479073,11.890671722752973,12.109328277247027,,,,,,,,,,,123.92705383979751,13.84720613764543,14.15279386235457,,,,,,,,,,,149.46108131494026,15.86477674400318,16.13522325599682,,,,,,,,,,,156.344818840986,17.963318932953698,18.036681067046302,,,,,,,,,,,176.88473024345535,19.83164891823629,20.16835108176371,,,,,,,,,,,192.81519868164483,21.9533230635288,22.0466769364712,,,,,,,,,,,213.68878750053625,23.83371141092551,24.16628858907449,,,,,,,,,,,229.07480378164206,25.90583556717174,26.09416443282826,,,,,,,
,,,,,,,,,,,17.607993081729404,1.9623098041110885,2.0376901958889118,,,,,,,,,,,35.899744455592476,3.8873847692634738,4.112615230736526,,,,,,,,,,,54.09257507916721,5.890190984620596,6.109809015379404,,,,,,,,,,,70.2190595019212,7.955570027174708,8.044429972825291,,,,,,,,,,,89.42111923158677,9.922194836476834,10.077805163523166,,,,,,,,,,,108.20767453468665,11.901833098920719,12.098166901079281,,,,,,,,,,,125.69515396569253,13.856595956038488,14.143404043961512,,,,,,,,,,,151.60811327575664,15.872115907690384,16.127884092309614,,,,,,,,,,,158.52005880298555,17.964058029278483,18.035941970721517,,,,,,,,,,,179.4055410711096,19.852331737551093,20.147668262448907,,,,,,,,,,,195.53045109743647,21.956471840606834,22.043528159393166,,,,,,,,,,,216.760551025144,23.8534288002651,24.1465711997349,,,,,,,,,,,232.32315800399095,25.906246081463546,26.093753918536454,,,,,,,
,,,,,,,,,,,17.849516671625576,1.9619913329343799,2.03800866706562,,,,,,,,,,,36.40449824783351,3.901249680142642,4.098750319857358,,,,,,,,,,,54.89954444495482,5.893914402583293,6.106085597416707,,,,,,,,,,,71.17839472420441,7.955769173565883,8.044230826434118,,,,,,,,,,,90.67258333417682,9.92964756204299,10.07035243795701,,,,,,,,,,,109.76175121458256,11.911711828201144,12.088288171798856,,,,,,,,,,,127.46325409158752,13.866675168190818,14.133324831809182,,,,,,,,,,,153.75514523657304,15.879631275990803,16.120368724009197,,,,,,,,,,,160.6952987649851,17.963893594583382,18.036106405416618,,,,,,,,,,,181.92635189876387,19.87088815699641,20.12911184300359,,,,,,,,,,,198.2457035132281,21.958322089838912,22.041677910161088,,,,,,,,,,,219.83231454975174,23.871123900367227,24.128876099632773,,,,,,,,,,,235.5715122263399,25.905734269833566,26.094265730166434,,,,,,,
,,,,,,,,,,,18.091040261521748,1.9607895073108295,2.0392104926891705,,,,,,,,,,,36.909252040074534,3.9126338075508817,4.087366192449118,,,,,,,,,,,55.70651381074243,5.898586826652337,6.101413173347663,,,,,,,,,,,72.13772994648762,7.955714739881539,8.04428526011846,,,,,,,,,,,91.92404743676688,9.935947797208037,10.064052202791963,,,,,,,,,,,111.31582789447849,11.920494883726528,12.079505116273472,,,,,,,,,,,129.23135421748253,13.877293381594969,14.122706618405031,,,,,,,,,,,155.90217719738942,15.887441683130277,16.112558316869723,,,,,,,,,,,162.87053872698462,17.96319010455749,18.03680989544251,,,,,,,,,,,184.44716272641813,19.88735100500379,20.11264899499621,,,,,,,,,,,200.96095592901975,21.959342632681523,22.040657367318477,,,,,,,,,,,222.9040780743595,23.886903737670362,24.113096262329638,,,,,,,,,,,238.8198664486888,25.90514427677932,26.09485572322068,,,,,,,
